https://syrianarchive.org/database/2696,DAMASCUS : Irbin nahiyah,None,None,05/06/2014,Use of illegal weapons,Chemical Weapons,Testimony of one of the doctors in Erbin about the symptoms as a result of a poisoned gas attack
https://syrianarchive.org/database/2738,IDLIB : Tamana&#39;ah nahiyah,None,None,29/05/2014,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Remnants of the barrel bomb which contains chemical gas
https://syrianarchive.org/database/2752,IDLIB : Tamana&#39;ah nahiyah,None,None,26/05/2014,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",The location where the chlorine barrel bomb have been dropped
https://syrianarchive.org/database/504,IDLIB : Khan Shaykhun,35.44111,36.647174,26/05/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/2747,IDLIB : Tamana&#39;ah nahiyah,None,None,24/05/2014,Use of illegal weapons,Chemical Weapons,Victims being treated in Al-Hanin Field hospital as a result of the chemical attack
https://syrianarchive.org/database/2746,IDLIB : Tamana&#39;ah nahiyah,None,None,24/05/2014,Use of illegal weapons,Chemical Weapons,Victims as a result of the chemical gas attack
https://syrianarchive.org/database/506,HAMA : latamneh,35.326749,36.621766,23/05/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/2749,IDLIB : Tamana&#39;ah nahiyah,None,None,23/05/2014,Use of illegal weapons,Chemical Weapons,Victims being treated in Al-Hanin field hospital as a result of the chemical gas attack
https://syrianarchive.org/database/459,HAMA : KafrZita,35.373461,36.601458,23/05/2014,Use of illegal weapons,Chemical Weapons,Report on the chemical attack
https://syrianarchive.org/database/502,HAMA : KafrZita,35.373461,36.601458,22/05/2014,Use of illegal weapons,Chemical Weapons,Report on the chemical attack by AlAn tv reporter who was effected
https://syrianarchive.org/database/2748,IDLIB : Tamana&#39;ah nahiyah,None,None,22/05/2014,Use of illegal weapons,Chemical Weapons,Victims including children as a result of the chemical gas attack
https://syrianarchive.org/database/2739,IDLIB : Tamana&#39;ah nahiyah,None,None,22/05/2014,Use of illegal weapons,Chemical Weapons,Victims as a result of the chemical gas attack in Al-Tamanah
https://syrianarchive.org/database/2744,IDLIB : Tamana&#39;ah nahiyah,35.460593,36.746932,22/05/2014,Use of illegal weapons,Chemical Weapons,One of the victims as a result of the chemical gas attack
https://syrianarchive.org/database/2743,IDLIB : Tamana&#39;ah nahiyah,None,None,22/05/2014,Use of illegal weapons,Chemical Weapons,Victims being treated in Hanin field Hospital as a result of the chemical gas attack
https://syrianarchive.org/database/2742,IDLIB : Tamana&#39;ah nahiyah,None,None,22/05/2014,Use of illegal weapons,Chemical Weapons,Two children died as a result of the chemical attack
https://syrianarchive.org/database/2741,IDLIB : Tamana&#39;ah nahiyah,None,None,22/05/2014,Use of illegal weapons,Chemical Weapons,Victims as a result of the chemical gas attack in Al-Tamanah
https://syrianarchive.org/database/2740,IDLIB : Tamana&#39;ah nahiyah,None,None,22/05/2014,Use of illegal weapons,Chemical Weapons,Victims including children as a result of the chemical gas attack
https://syrianarchive.org/database/2737,IDLIB : Tamana&#39;ah nahiyah,None,None,22/05/2014,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Victims including women and children as a result of the chlorine gas attack
https://syrianarchive.org/database/2736,IDLIB : Tamana&#39;ah nahiyah,None,None,22/05/2014,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Civilians being suffocated as a result of the chlorine gas attack
https://syrianarchive.org/database/2735,IDLIB : Tamana&#39;ah nahiyah,None,None,22/05/2014,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Victims as a result of the chlorine gas attack in Al-Tamanah
https://syrianarchive.org/database/457,HAMA : KafrZita,35.373461,36.601458,22/05/2014,Use of illegal weapons,Chemical Weapons,Spread of green coloured gas
https://syrianarchive.org/database/458,HAMA : KafrZita,35.373461,36.601458,22/05/2014,Use of illegal weapons,Chemical Weapons,Casualties of the second chemical attack that day
https://syrianarchive.org/database/464,HAMA : KafrZita,35.373461,36.601458,20/05/2014,Use of illegal weapons,Chemical Weapons,Testimony of one of the doctors
https://syrianarchive.org/database/465,HAMA : KafrZita,35.373461,36.601458,20/05/2014,Use of illegal weapons,Chemical Weapons,Place of impact of the barrel bombs
https://syrianarchive.org/database/460,HAMA : KafrZita,35.373461,36.601458,19/05/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/461,HAMA : KafrZita,35.373461,36.601458,19/05/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/462,HAMA : KafrZita,35.373461,36.601458,19/05/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/463,HAMA : KafrZita,35.373461,36.601458,19/05/2014,Use of illegal weapons,Chemical Weapons,Place of impact of the barrel bombs
https://syrianarchive.org/database/466,HAMA : KafrZita,35.373461,36.601458,19/05/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/467,HAMA : KafrZita,35.373461,36.601458,19/05/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/468,HAMA : KafrZita,35.373461,36.601458,19/05/2014,Use of illegal weapons,Chemical Weapons,Child casualties of the chemical attack
https://syrianarchive.org/database/469,HAMA : KafrZita,35.373461,36.601458,19/05/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/470,HAMA : KafrZita,35.373461,36.601458,19/05/2014,Use of illegal weapons,Chemical Weapons,Place of impact of the barrel bombs
https://syrianarchive.org/database/447,HAMA : KafrZita,35.373461,36.601458,09/05/2014,Use of illegal weapons,Chemical Weapons,Place of impact of the barrel bombs
https://syrianarchive.org/database/552,IDLIB : Sarmin nahiyah,35.900312,36.716094,02/05/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/2757,IDLIB : Tamana&#39;ah nahiyah,None,None,30/04/2014,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",One of the victims as a result of the chemical attack on Wednesday at 23:30
https://syrianarchive.org/database/2756,IDLIB : Tamana&#39;ah nahiyah,None,None,30/04/2014,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Seven victims as a result of the chemical gas attack
https://syrianarchive.org/database/2755,IDLIB : Tamana&#39;ah nahiyah,None,None,30/04/2014,Use of illegal weapons,Chemical Weapons,Victims being treated in Al-Hanin hospital as a result of the chemical gas attack
https://syrianarchive.org/database/2754,IDLIB : Tamana&#39;ah nahiyah,None,None,30/04/2014,Use of illegal weapons,Chemical Weapons,The destruction as a result of the chlorine gas attack
https://syrianarchive.org/database/2753,IDLIB : Tamana&#39;ah nahiyah,None,None,30/04/2014,Use of illegal weapons,Chemical Weapons,Chlorine gas attack for the third time in a period of two weeeks
https://syrianarchive.org/database/2751,IDLIB : Tamana&#39;ah nahiyah,None,None,30/04/2014,Use of illegal weapons,Chemical Weapons,Chlorine gas attack in Al-Tamanah
https://syrianarchive.org/database/2745,IDLIB : Tamana&#39;ah nahiyah,None,None,29/04/2014,Use of illegal weapons,Chemical Weapons,Victims being treated in Hanin Field hospital as a result of the chemical gas attack
https://syrianarchive.org/database/557,IDLIB : Tall Manissss,35.638427,36.733459,25/04/2014,Use of illegal weapons,Chemical Weapons,News report on the chemical attack on Telmenes
https://syrianarchive.org/database/560,IDLIB : Tall Manissss,35.638427,36.733459,22/04/2014,Use of illegal weapons,Chemical Weapons,Tour of field hospitals receiving casualties of the chemical attack
https://syrianarchive.org/database/570,IDLIB : Tall Manissss,35.638427,36.733459,22/04/2014,Use of illegal weapons,Chemical Weapons,Report on the chemical attack
https://syrianarchive.org/database/556,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,One of the barrels dropped on Telmenes
https://syrianarchive.org/database/558,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,al-Jazeera Mubasher footage of casualties of chemical attack in Talmenes
https://syrianarchive.org/database/559,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,"Chemical attack on Talmenas - barrel, casualties and dead animals"
https://syrianarchive.org/database/561,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/562,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Testimony of one of the ambulance staff about the chemical attack
https://syrianarchive.org/database/563,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,"Testimony of Dr. Mohammed Jasri, director of Sadiq Hospital, Talmenas"
https://syrianarchive.org/database/564,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Place of impact of the barrel bomb
https://syrianarchive.org/database/565,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Report on the chemical attack
https://syrianarchive.org/database/566,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/567,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/568,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Child casualties of the chemical attack
https://syrianarchive.org/database/569,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Child casualties of the chemical attack
https://syrianarchive.org/database/571,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Child casualties of the chemical attack
https://syrianarchive.org/database/572,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Dead animals after the chemical attack
https://syrianarchive.org/database/573,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/574,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Child casualties of the chemical attack
https://syrianarchive.org/database/575,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/576,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Remnant of the barrel dropped on Telmenes
https://syrianarchive.org/database/577,IDLIB : Tall Manissss,35.638427,36.733459,21/04/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/434,IDLIB : Jarjanaz,35.617955,36.784644,21/04/2014,Use of illegal weapons,Chemical Weapons,More than a hundred casualties of the chemical attack arrived to the fieled hospital in jarjanaz as a result og the chemical attack on Talmenes
https://syrianarchive.org/database/2750,IDLIB : Tamana&#39;ah nahiyah,None,None,19/04/2014,Use of illegal weapons,Chemical Weapons,Interview with one of the rescuer after the chemical attack In Al-Tamanah
https://syrianarchive.org/database/474,HAMA : KafrZita,35.373461,36.601458,18/04/2014,Use of illegal weapons,Chemical Weapons,Casualties of the sixth chemical attack
https://syrianarchive.org/database/475,HAMA : KafrZita,35.373461,36.601458,18/04/2014,Use of illegal weapons,Chemical Weapons,Testimony of doctor about the casualties
https://syrianarchive.org/database/476,HAMA : KafrZita,35.373461,36.601458,18/04/2014,Use of illegal weapons,Chemical Weapons,Testimony of doctor about the casualties
https://syrianarchive.org/database/480,HAMA : KafrZita,35.373461,36.601458,18/04/2014,Use of illegal weapons,Chemical Weapons,Rebel engineering battalion dismantles barrel bomb
https://syrianarchive.org/database/481,HAMA : KafrZita,35.373461,36.601458,18/04/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/482,HAMA : KafrZita,35.373461,36.601458,18/04/2014,Use of illegal weapons,Chemical Weapons,Rebel engineering battalion dismantle barrel bomb
https://syrianarchive.org/database/483,HAMA : KafrZita,35.373461,36.601458,18/04/2014,Use of illegal weapons,Chemical Weapons,Evacuation of hospital following attack
https://syrianarchive.org/database/484,HAMA : KafrZita,35.373461,36.601458,18/04/2014,Use of illegal weapons,Chemical Weapons,English langauge tour of field hospital following the chemical attack
https://syrianarchive.org/database/471,HAMA : KafrZita,35.373461,36.601458,16/04/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack for fourth day
https://syrianarchive.org/database/472,HAMA : KafrZita,35.373461,36.601458,16/04/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack for fourth day
https://syrianarchive.org/database/473,HAMA : KafrZita,35.373461,36.601458,16/04/2014,Use of illegal weapons,Chemical Weapons,English description of treatment of injured
https://syrianarchive.org/database/477,HAMA : KafrZita,35.373461,36.601458,16/04/2014,Use of illegal weapons,Chemical Weapons,Night time attack on Kafr Zita
https://syrianarchive.org/database/478,HAMA : KafrZita,35.373461,36.601458,16/04/2014,Use of illegal weapons,Chemical Weapons,Rebel engineering battalion confirms fourth chemical attack on Kafr Zita
